Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Long>> nBlanks=word -> MathFlowable.sumLong(histoOfLetters.apply(word).flattenAsFlowable(map -> map.entrySet()).map(blank));" is 149.,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> score2=word -> MathFlowable.sumInt(histoOfLetters.apply(word).flattenAsFlowable(map -> map.entrySet()).map(letterScore));" is 156.,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> bonusForDoubleLetter=word -> MathFlowable.max(toBeMaxed.apply(word).map(scoreOfALetter));" is 124.,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> score3=word -> MathFlowable.sumInt(Flowable.concat(score2.apply(word)`bonusForDoubleLetter.apply(word))).map(v -> v * 2 + (word.length() == 7 ? 50 : 0));" is 188.,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Long Statement,The length of the statement "Function<Function<String`Flowable<Integer>>`Single<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> Flowable.fromIterable(shakespeareWords).filter(scrabbleWords::contains).filter(word -> checkBlanks.apply(word).blockingFirst()).collect(() -> new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 367.,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.apply(score3).flattenAsFlowable(map -> map.entrySet()).take(3).collect(() -> new ArrayList<Entry<Integer`List<String>>>()`(list`entry) -> {" is 202.,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 5,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 5,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 2L,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 3,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 3,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 2,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 7,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 50,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3FlowableOpt,measureThroughput,Magic Number,The method contains a magic number: 3,42
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<Entry<Integer`LongWrapper>`ObservableBuilder<Integer>> letterScore=entry -> ObservableBuilder.from(letterScores[entry.getKey() - 'a'] * Integer.min((int)entry.getValue().get()`scrabbleAvailableLetters[entry.getKey() - 'a']));" is 231.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Integer>> toIntegerIx=string -> ObservableBuilder.from(IterableSpliterator.of(string.chars().boxed().spliterator()));" is 148.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<HashMap<Integer`LongWrapper>>> histoOfLetters=word -> toIntegerIx.invoke(word).aggregate(new HashMap<>()`( HashMap<Integer`LongWrapper> map` Integer value) -> {" is 191.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<Entry<Integer`LongWrapper>`ObservableBuilder<Long>> blank=entry -> ObservableBuilder.from(Long.max(0L`entry.getValue().get() - scrabbleAvailableLetters[entry.getKey() - 'a']));" is 182.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Long>> nBlanks=word -> histoOfLetters.invoke(word).selectMany((Func1<HashMap<Integer`LongWrapper>`Observable<Entry<Integer`LongWrapper>>>)map -> ObservableBuilder.from((Iterable<Map.Entry<Integer`LongWrapper>>)() -> map.entrySet().iterator())).selectMany(blank).sumLong();" is 303.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Boolean>> checkBlanks=word -> nBlanks.invoke(word).selectMany((Func1<Long`Observable<Boolean>>)l -> ObservableBuilder.from(l <= 2L));" is 164.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Integer>> score2=word -> histoOfLetters.invoke(word).selectMany((Func1<HashMap<Integer`LongWrapper>`Observable<Entry<Integer`LongWrapper>>>)(map) -> ObservableBuilder.from((Iterable<Map.Entry<Integer`LongWrapper>>)() -> map.entrySet().iterator())).selectMany(letterScore).sumInt();" is 312.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Integer>> first3=word -> ObservableBuilder.from(IterableSpliterator.of(word.chars().boxed().limit(3).spliterator()));" is 148.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Integer>> last3=word -> ObservableBuilder.from(IterableSpliterator.of(word.chars().boxed().skip(3).spliterator()));" is 146.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Integer>> toBeMaxed=word -> ObservableBuilder.from(first3.invoke(word)`last3.invoke(word)).selectMany(Functions.identity());" is 155.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Integer>> bonusForDoubleLetter=word -> toBeMaxed.invoke(word).selectMany(scoreOfALetter).max();" is 126.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<String`ObservableBuilder<Integer>> score3=word -> ObservableBuilder.from(score2.invoke(word)`score2.invoke(word)`bonusForDoubleLetter.invoke(word)`bonusForDoubleLetter.invoke(word)`ObservableBuilder.from(word.length() == 7 ? 50 : 0)).selectMany(Functions.identity()).sumInt();" is 282.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "Func1<Func1<String`ObservableBuilder<Integer>>`ObservableBuilder<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> ObservableBuilder.from((Iterable<String>)() -> shakespeareWords.iterator()).where(scrabbleWords::contains).where(word -> checkBlanks.invoke(word).first()).aggregate(new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 404.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.invoke(score3).selectMany((Func1<TreeMap<Integer`List<String>>`Observable<Entry<Integer`List<String>>>>)map -> ObservableBuilder.from((Iterable<Map.Entry<Integer`List<String>>>)() -> map.entrySet().iterator())).take(3).aggregate(new ArrayList<Entry<Integer`List<String>>>()`( ArrayList<Entry<Integer`List<String>>> list` Entry<Integer`List<String>> entry) -> {" is 423.,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 5,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 5,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 2L,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 3,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 3,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 7,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 50,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithR4J,measureThroughput,Magic Number,The method contains a magic number: 3,39
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`MutableLong>`Integer> letterScore=entry -> letterScores[entry.getKey() - 'a'] * Integer.min((int)entry.getValue().get()`scrabbleAvailableLetters[entry.getKey() - 'a']);" is 191.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Single<HashMap<Integer`MutableLong>>> histoOfLetters=word -> toIntegerFlowable.apply(word).collect(() -> new HashMap<>()`( HashMap<Integer`MutableLong> map` Integer value) -> {" is 192.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`MutableLong>`Long> blank=entry -> Long.max(0L`entry.getValue().get() - scrabbleAvailableLetters[entry.getKey() - 'a']);" is 142.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Long>> nBlanks=word -> MathFlowable.sumLong(histoOfLetters.apply(word).toFlowable().flatMapIterable(map -> map.entrySet()).map(blank));" is 160.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> score2=word -> MathFlowable.sumInt(histoOfLetters.apply(word).toFlowable().flatMapIterable(map -> map.entrySet()).map(letterScore));" is 167.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> bonusForDoubleLetter=word -> MathFlowable.max(toBeMaxed.apply(word).map(scoreOfALetter));" is 124.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> score3=word -> MathFlowable.sumInt(Flowable.concat(score2.apply(word)`bonusForDoubleLetter.apply(word))).map(v -> 2 * v + (word.length() == 7 ? 50 : 0));" is 188.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "Function<Function<String`Flowable<Integer>>`Flowable<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> Flowable.fromIterable(shakespeareWords).parallel(6).runOn(scheduler).filter(scrabbleWords::contains).filter(word -> checkBlanks.apply(word).blockingFirst()).collect(() -> new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 398.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.apply(score3).flatMapIterable(map -> map.entrySet()).take(3).collect(() -> new ArrayList<Entry<Integer`List<String>>>()`(list`entry) -> {" is 200.,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 5,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 5,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 2L,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 3,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 3,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 2,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 7,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 50,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 6,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ParallelOpt,measureThroughput,Magic Number,The method contains a magic number: 3,46
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "Func1<Entry<Integer`MutableLong>`Integer> letterScore=entry -> letterScores[entry.getKey() - 'a'] * Integer.min((int)entry.getValue().get()`scrabbleAvailableLetters[entry.getKey() - 'a']);" is 188.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "Func1<String`IterableBuilder<HashMap<Integer`MutableLong>>> histoOfLetters=word -> toIntegerIterableBuilder.invoke(word).scan(new HashMap<>()`( HashMap<Integer`MutableLong> map` Integer value) -> {" is 197.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "Func1<Entry<Integer`MutableLong>`Long> blank=entry -> Long.max(0L`entry.getValue().get() - scrabbleAvailableLetters[entry.getKey() - 'a']);" is 139.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "Func1<String`IterableBuilder<Long>> nBlanks=word -> histoOfLetters.invoke(word).selectMany(map -> map.entrySet()).select(blank).sumLong();" is 138.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "Func1<String`IterableBuilder<Integer>> score2=word -> histoOfLetters.invoke(word).selectMany(map -> map.entrySet()).select(letterScore).sumInt();" is 145.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "Func1<String`IterableBuilder<Integer>> score3=word -> score2.invoke(word).concat(bonusForDoubleLetter.invoke(word)).sumInt().select(v -> 2 * v + (word.length() == 7 ? 50 : 0));" is 176.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "Func1<Func1<String`IterableBuilder<Integer>>`IterableBuilder<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> IterableBuilder.from(shakespeareWords).where(scrabbleWords::contains).where(word -> checkBlanks.invoke(word).first()).scan(new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 358.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.invoke(score3).selectMany(map -> map.entrySet()).take(3).scan(new ArrayList<Entry<Integer`List<String>>>()`(list`entry) -> {" is 187.,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 5,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 5,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 2L,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 3,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 3,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 2,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 7,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 50,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithI4JOpt,measureThroughput,Magic Number,The method contains a magic number: 3,41
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<Entry<Integer`LongWrapper>`Ix<Integer>> letterScore=entry -> Ix.just(letterScores[entry.getKey() - 'a'] * Integer.min((int)entry.getValue().get()`scrabbleAvailableLetters[entry.getKey() - 'a']));" is 206.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<Integer>> toIntegerIx=string -> Ix.from(IterableSpliterator.of(string.chars().boxed().spliterator()));" is 123.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<HashMap<Integer`LongWrapper>>> histoOfLetters=word -> toIntegerIx.apply(word).collect(() -> new HashMap<>()`( HashMap<Integer`LongWrapper> map` Integer value) -> {" is 184.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<Entry<Integer`LongWrapper>`Ix<Long>> blank=entry -> Ix.just(Long.max(0L`entry.getValue().get() - scrabbleAvailableLetters[entry.getKey() - 'a']));" is 157.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<Long>> nBlanks=word -> histoOfLetters.apply(word).flatMap(map -> Ix.from(() -> map.entrySet().iterator())).flatMap(blank).sumLong();" is 153.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<Integer>> score2=word -> histoOfLetters.apply(word).flatMap(map -> Ix.from(() -> map.entrySet().iterator())).flatMap(letterScore).sumInt();" is 160.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<Integer>> first3=word -> Ix.from(IterableSpliterator.of(word.chars().boxed().limit(3).spliterator()));" is 123.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<Integer>> last3=word -> Ix.from(IterableSpliterator.of(word.chars().boxed().skip(3).spliterator()));" is 121.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<Integer>> toBeMaxed=word -> Ix.fromArray(first3.apply(word)`last3.apply(word)).flatMap(observable -> observable);" is 134.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<String`Ix<Integer>> score3=word -> Ix.fromArray(score2.apply(word).map(v -> v * 2)`bonusForDoubleLetter.apply(word).map(v -> v * 2)`Ix.just(word.length() == 7 ? 50 : 0)).flatMap(observable -> observable).sumInt();" is 224.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "IxFunction<IxFunction<String`Ix<Integer>>`Ix<TreeMap<Integer`List<String>>>> buildHistoOnScore=score -> Ix.from(() -> shakespeareWords.iterator()).filter(scrabbleWords::contains).filter(word -> checkBlanks.apply(word).first()).collect(() -> new TreeMap<Integer`List<String>>(Comparator.reverseOrder())`( TreeMap<Integer`List<String>> map` String word) -> {" is 356.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Long Statement,The length of the statement "List<Entry<Integer`List<String>>> finalList2=buildHistoOnScore.apply(score3).flatMap(map -> Ix.from(() -> map.entrySet().iterator())).take(3).collect(() -> new ArrayList<Entry<Integer`List<String>>>()`(list`entry) -> {" is 218.,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 5,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 5,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 2L,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 3,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 3,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 2,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 2,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 7,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 50,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxBeta,measureThroughput,Magic Number,The method contains a magic number: 3,65
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`LongWrapper>`Flowable<Integer>> letterScore=entry -> Flowable.just(letterScores[entry.getKey() - 'a'] * Integer.min((int)entry.getValue().get()`scrabbleAvailableLetters[entry.getKey() - 'a']));" is 216.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> toIntegerFlowable=string -> Flowable.fromIterable(IterableSpliterator.of(string.chars().boxed().spliterator()));" is 147.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Single<HashMap<Integer`LongWrapper>>> histoOfLetters=word -> toIntegerFlowable.apply(word).collect(() -> new HashMap<>()`( HashMap<Integer`LongWrapper> map` Integer value) -> {" is 192.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<Entry<Integer`LongWrapper>`Flowable<Long>> blank=entry -> Flowable.just(Long.max(0L`entry.getValue().get() - scrabbleAvailableLetters[entry.getKey() - 'a']));" is 167.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Long>> nBlanks=word -> histoOfLetters.apply(word).flatMapPublisher(map -> Flowable.fromIterable(() -> map.entrySet().iterator())).flatMap(blank).reduce(Long::sum);" is 185.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Maybe<Integer>> score2=word -> histoOfLetters.apply(word).flatMapPublisher(map -> Flowable.fromIterable(() -> map.entrySet().iterator())).flatMap(letterScore).reduce(Integer::sum);" is 196.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> first3=word -> Flowable.fromIterable(IterableSpliterator.of(word.chars().boxed().limit(3).spliterator()));" is 141.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> last3=word -> Flowable.fromIterable(IterableSpliterator.of(word.chars().boxed().skip(3).spliterator()));" is 139.,36
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableBeta,measureThroughput,Long Statement,The length of the statement "Function<String`Flowable<Integer>> toBeMaxed=word -> Flowable.just(first3.apply(word)`last3.apply(word)).flatMap(observable -> observable);" is 139.,36
