Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
akarnokd-misc,hu.akarnokd.reactive.comparison.consumers,PerfConsumer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.consumers,PerfRxSingleSubscriber,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.consumers,PerfRxSubscriber,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,BlockingPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,SubscribePerf,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,SubscribePerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,MemoryPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,MemoryPerf.MyRxSubscriber,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,MemoryPerf.MyRxSubscriber,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,AsyncPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,AsyncPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; asyncRxObservable; pipelineRxObservable; exec; exec2
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,SubjectPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,SubjectPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,StreamingPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.rx1,StreamingPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; rangeRxObservable; arrayRxObservable; iterableRxObservable; concatMapJustRxObservable; concatMapRangeRxObservable; concatMapXRangeRxObservable; flatMapJustRxObservable; flatMapRangeRxObservable; flatMapXRangeRxObservable; flattenJustRxObservable; flattenRangeRxObservable; flattenXRangeRxObservable
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,BlockingPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,SubscribePerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,MemoryPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,MemoryPerf.MyReactorSubscriber,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: s
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,MemoryPerf.MyReactorSubscriber,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,AsyncPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,AsyncPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; asyncReactorFlux; pipelineReactorFlux; exec; exec2
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,SubjectPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,SubjectPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,StreamingPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.comparison.reactor,StreamingPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; rangeReactorFlux; arrayReactorFlux; iterableReactorFlux; concatMapJustReactorFlux; concatMapRangeReactorFlux; concatMapXRangeReactorFlux; flatMapJustReactorFlux; flatMapRangeReactorFlux; flatMapXRangeReactorFlux; flattenJustReactorFlux; flattenRangeReactorFlux; flattenXRangeReactorFlux
akarnokd-misc,hu.akarnokd.atomics,TerminalAtomics,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.atomics,QueueDrainAsyncPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.atomics,QueueDrainPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.atomics,QueueDrainAsync3Perf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,OnesTypesFlatMapPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,OnesTypesFlatMapPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; flowableMaybe; mergeMaybe; observableMaybe; fluxMono; flowableSingle; observableSingle
akarnokd-misc,hu.akarnokd.comparison,LatchedRSObserver,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: latch; bh
akarnokd-misc,hu.akarnokd.comparison,MonoThenFlatMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,ZeroOnePerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,ZeroOnePerf.WeakGet,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID
akarnokd-misc,hu.akarnokd.comparison,ZeroOnePerf.WeakGet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,PublisherFlatMapPerf,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
akarnokd-misc,hu.akarnokd.comparison,PublisherFlatMapPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,PublisherFlatMapPerf.Regular,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: count; baseline; justFlatMapRange; rangeFlatMapJust; justFlatMapArray
akarnokd-misc,hu.akarnokd.comparison,PublisherFlatMapPerf.Regular,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,PublisherFlatMapPerf.Regular,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: count; baseline; justFlatMapRange; rangeFlatMapJust; justFlatMapArray
akarnokd-misc,hu.akarnokd.comparison,PublisherFlatMapPerf.CrossRange,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: justFlatMapJust; rangeFlatMapRange; rangeFlatMapArray
akarnokd-misc,hu.akarnokd.comparison,PublisherFlatMapPerf.CrossRange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,ZipPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,ZipPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: firstLen; secondLen; baseline; bothSync; firstSync; secondSync; bothAsync; small
akarnokd-misc,hu.akarnokd.comparison,ObservableFlatMapPerf,Multifaceted Abstraction,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 1.0
akarnokd-misc,hu.akarnokd.comparison,ObservableFlatMapPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,ObservableFlatMapPerf.Regular,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: count; baseline; justFlatMapRange; rangeFlatMapJust; justFlatMapArray
akarnokd-misc,hu.akarnokd.comparison,ObservableFlatMapPerf.Regular,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,ObservableFlatMapPerf.Regular,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: count; baseline; justFlatMapRange; rangeFlatMapJust; justFlatMapArray
akarnokd-misc,hu.akarnokd.comparison,ObservableFlatMapPerf.CrossRange,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: justFlatMapJust; rangeFlatMapRange; rangeFlatMapArray
akarnokd-misc,hu.akarnokd.comparison,ObservableFlatMapPerf.CrossRange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsFlatMapPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsFlatMapPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: times; maxConcurrent; actorSystem; materializer; akRangeFlatMapJust; akRangeConcatMapJust; latch; bh
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsFlatMapPerf.LatchedSubscriber,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: latch; bh
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsFlatMapPerf.LatchedSubscriber,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsFlatMapPerf.LatchedSubscriber,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: latch; bh
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsCrossMapPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsCrossMapPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; actorSystem; materializer; flatMapAkkaAkka; concatMapAkkaAkka; flatMapAkkaRx; concatMapAkkaRx; concatMapRxAkka; flatMapRxAkka; concatMapAkkaRxAkka; flatMapAkkaRxAkka; concatMapRxRx; flatMapRxRx
akarnokd-misc,hu.akarnokd.comparison,LatchedObserver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,LatchedObserver,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: latch; bh
akarnokd-misc,hu.akarnokd.comparison,CharsTakeSkipConcatPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,LogSumPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,LogSumPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; rx1Observable; rx2Observable; rx2Flowable; rx2Parallel
akarnokd-misc,hu.akarnokd.comparison,StreamVsRxJava,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,StreamVsRxJava,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: times; rows; batch
akarnokd-misc,hu.akarnokd.comparison,OnesTypesFlatMap2Perf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,OnesTypesFlatMap2Perf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; flowableMaybe; mergeMaybe; observableMaybe; fluxMono; flowableSingle; observableSingle
akarnokd-misc,hu.akarnokd.comparison,FlattenCrossMapPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,FlattenCrossMapPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: times; flowable; flowable2; observable; multi
akarnokd-misc,hu.akarnokd.comparison,ParallelPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,ParallelPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; cost; flowable; flowableFJ
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsReactorCrossMapPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,AkkaStreamsReactorCrossMapPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; actorSystem; materializer; flatMapAkkaAkka; concatMapAkkaAkka; flatMapAkkaRx; concatMapAkkaRx; concatMapRxAkka; flatMapRxAkka; concatMapAkkaRxAkka; flatMapAkkaRxAkka; concatMapRxRx; flatMapRxRx
akarnokd-misc,hu.akarnokd.comparison,SingleFlatMapIterablePerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,SingleFlatMapIterablePerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; range; seq; seqDirect; seqArray
akarnokd-misc,hu.akarnokd.comparison,FluentIterables,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: has; once; result; index; end
akarnokd-misc,hu.akarnokd.comparison,FluentIterables,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison,FluentIterables,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: has; once; result; index; end
akarnokd-misc,hu.akarnokd.comparison,MaterializationBenchmarkFanInOutPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.classic,ClassicAsyncPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.classic,ClassicAsyncPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; exec; ps; pp; observableExec; observableFJ; flowableExec; flowableFJ
akarnokd-misc,hu.akarnokd.comparison.classic,ForEachPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxOpt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIxOpt,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithGuava,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithGuava,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabble,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: value; letterScores; scrabbleAvailableLetters; scrabbleWords; shakespeareWords
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabble,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ShakespearePlaysScrabbleWithIxOpt; ShakespearePlaysScrabbleWithGuava; ShakespearePlaysScrabbleWithRxJava2FlowableOpt3; ShakespearePlaysScrabbleWithRxJava2Flowable; ShakespearePlaysScrabbleWithRxJava3ParallelDiag; ShakespearePlaysScrabbleWithDirect; ShakespearePlaysScrabbleWithRxJava2ObservableOpt; ShakespearePlaysScrabbleWithIEOpt; ShakespearePlaysScrabbleWithJOOLOpt; ShakespearePlaysScrabbleWithRxJava3ObservableOpt; ShakespearePlaysScrabbleWithAkkaStreamOpt; ShakespearePlaysScrabbleWithRxJava2FlowableOpt2; ShakespearePlaysScrabbleWithR4JOpt; ShakespearePlaysScrabbleWithReactor3Beta; ShakespearePlaysScrabbleWithAkkaStreamBeta; ShakespearePlaysScrabbleWithReactor3ParallelOpt; ShakespearePlaysScrabbleWithRxJava1; ShakespearePlaysScrabbleWithRxJava1Opt; ShakespearePlaysScrabbleWithGuavaBeta; ShakespearePlaysScrabbleWithIx; ShakespearePlaysScrabbleWithLSABeta; ShakespearePlaysScrabbleWithStreams; ShakespearePlaysScrabbleWithRxJava2ObservableBeta; ShakespearePlaysScrabbleWithCyclopsReactOpt; ShakespearePlaysScrabbleWithLSA; ShakespearePlaysScrabbleWithRxJava3ParallelOpt; ShakespearePlaysScrabbleWithJOOL; ShakespearePlaysScrabbleWithR4JBeta; ShakespearePlaysScrabbleWithJOOLBeta; ShakespearePlaysScrabbleWithGuavaOpt; ShakespearePlaysScrabbleWithReactor3; ShakespearePlaysScrabbleWithRxJava1Beta; ShakespearePlaysScrabbleWithRxJava2FlowableOpt; ShakespearePlaysScrabbleWithReactor3Opt; ShakespearePlaysScrabbleWithRxJava3FlowableOpt; ShakespearePlaysScrabbleWithR4J; ShakespearePlaysScrabbleWithRxJava2ParallelOpt; ShakespearePlaysScrabbleWithI4JOpt; ShakespearePlaysScrabbleWithIxBeta; ShakespearePlaysScrabbleWithRxJava2FlowableBeta; ShakespearePlaysScrabbleWithIObsOpt; ShakespearePlaysScrabbleWithRxJava2Observable; ShakespearePlaysScrabbleWithStreamsBeta
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabble.MutableLong,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabble.MutableLong,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabble.Wrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabble.IntWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabble.LongWrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableOpt3,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2FlowableOpt3,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Flowable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2Flowable,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3ParallelDiag,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava3ParallelDiag,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithDirect,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithDirect,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ObservableOpt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithRxJava2ObservableOpt,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithNonParallelLSABeta,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithNonParallelLSABeta,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabbleWithLSABeta
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIEOpt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithIEOpt,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithJOOLOpt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.comparison.scrabble,ShakespearePlaysScrabbleWithJOOLOpt,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ShakespearePlaysScrabble
